"VisitNo","Location","Date","Temp","SC","pH","DO","Turbidity","Chlorophyll","Phycocyanin","FDOM","Secchi","Microcystis","Tide","Weather","WindWaves","Flagged_Data","SiteComments"
1941,"Horseshoe Bend",2018-05-10,19.1,172,7.6,13.1,2.5,2.1,NA,NA,114,"1=absent","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; do, Flag 3; turb, Flag 3; secchi, Flag 3",NA
1936,"Grizzly Bay",2018-05-11,20,3682,8.4,11.3,80.2,27.5,NA,NA,16,"1=absent","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1937,"Peytonia-Suisun",2018-05-11,20.2,2638,8,9.6,58.9,11.9,NA,NA,21,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1943,"San Joaquin",2018-05-25,18.8,229,6.7,8.1,5.5,NA,NA,NA,111,"1=absent","2=ebb","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1944,"San Joaquin",2018-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1=absent","2=ebb","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1945,"San Joaquin",2018-05-25,19,236,7.3,8.3,7.7,NA,NA,NA,135,"1=absent","2=ebb","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1946,"San Joaquin",2018-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1=absent","2=ebb","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1947,"San Joaquin",2018-05-25,19.6,247,7.3,8.4,5.6,NA,NA,NA,85,"1=absent","2=ebb","3=66-100% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1948,"San Joaquin",2018-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1=absent","2=ebb","3=66-100% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1949,"San Joaquin",2018-05-25,19.5,224,6.8,8.8,38.1,NA,NA,NA,NA,"1=absent","2=ebb","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1950,"San Joaquin",2018-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1=absent","2=ebb","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1959,"Broad Slough",2018-06-04,20.4,928,7.6,9.35,21.9,3.3,NA,NA,NA,"1=absent","2=ebb","1=0-33% clouds","3= wind 8-12 mph; large wavelets","chl, Flag 4",NA
1958,"Winter Island",2018-06-04,20,941,7.6,9.2,15.3,2.9,NA,NA,54,"1=absent","2=ebb","1=0-33% clouds","3= wind 8-12 mph; large wavelets","chl, Flag 4",NA
1960,"Winter Island",2018-06-04,18.9,851,7.4,6.9,12.1,5.6,NA,NA,NA,"1=absent","2=ebb","1=0-33% clouds","3= wind 8-12 mph; large wavelets","chl, Flag 4",NA
1952,"Decker Island",2018-06-05,19.4,181,7.3,5.9,7.7,2.6,NA,NA,NA,"1=absent","2=ebb","1=0-33% clouds","3= wind 8-12 mph; large wavelets","chl, Flag 4",NA
1951,"Horseshoe Bend",2018-06-05,20.5,188,7.7,9.3,4.8,3.1,NA,NA,130,"1=absent","1=high slack","1=0-33% clouds","3= wind 8-12 mph; large wavelets","chl, Flag 4",NA
1954,"Liberty Island",2018-06-06,20.8,156,7.8,8.7,4.4,2.2,NA,NA,150,"1=absent","1=high slack","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4",NA
1953,"Lindsey Slough",2018-06-06,18.9,282,7.6,8.2,4.6,4.1,NA,NA,113,"1=absent","1=high slack","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4",NA
1955,"Miner Slough",2018-06-06,20.3,141,7.6,6.7,2.4,2.7,NA,NA,140,"1=absent","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4; turb, Flag 3; secchi, Flag 3",NA
1956,"Blacklock Marsh",2018-06-07,18.7,4661,6.7,7.5,58.8,NA,NA,NA,27,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1957,"Nurse-Denverton",2018-06-07,18.9,4667,7.2,8.1,42.4,NA,NA,NA,27,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1961,"Webb Tract Island and Berm",2018-06-07,21.4,174,7.4,9.6,1.8,3.2,NA,NA,NA,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1962,"Webb Tract Island and Berm",2018-06-07,21.5,174,7.7,9.8,4.2,2.7,NA,NA,NA,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1963,"Webb Tract Island and Berm",2018-06-07,21.8,174,7.7,9.4,2.6,2.6,NA,NA,NA,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1967,"Grizzly Bay",2018-06-11,21.4,8489,8.1,11.7,18.8,3.2,NA,NA,42,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1968,"Horseshoe Bend",2018-06-11,20.5,184,6.8,8.6,7.2,NA,NA,NA,103,"1=absent","2=ebb","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1964,"Peytonia-Suisun",2018-06-11,21.9,3793,7.9,9.1,49.2,11,NA,NA,26,"1=absent","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1966,"Peytonia-Suisun",2018-06-11,21.9,3723,8,9.66,45.2,11.6,NA,NA,26,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1965,"Wings Landing",2018-06-11,20.8,3681,8,8.91,59.2,11.7,NA,NA,NA,"1=absent","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1969,"Miner Slough",2018-06-12,21.8,141,6,8.7,9.2,NA,NA,NA,84,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1970,"Miner Slough",2018-06-12,22,138,5.8,3.1,3.1,NA,NA,NA,173,"1=absent","3=low slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","do, Flag 3; pH, Flag 4",NA
1971,"Broad Slough",2018-06-13,20.1,3324,7.6,7,44.1,NA,NA,NA,31,"1=absent","2=ebb","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1972,"Broad Slough",2018-06-13,20.5,2757,7.7,8.3,48.8,NA,NA,NA,32,"1=absent","2=ebb","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1977,"Browns Island",2018-06-13,22.2,1894,7.7,6.4,8.9,NA,NA,NA,75,"2=low","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1978,"Browns Island",2018-06-13,21.4,1655,7.6,8.5,21.3,NA,NA,NA,50,"1=absent","4=flood","1=0-33% clouds","4= wind 13-18 mph; small waves",NA,NA
1973,"Ryer Island",2018-06-13,21.2,10216,7.4,6.8,26.7,NA,NA,NA,39,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1974,"Ryer Island",2018-06-13,20.6,7347,7.7,9,42.1,NA,NA,NA,35,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
1975,"Ryer Island",2018-06-13,20.7,10024,7.8,8.9,27.6,NA,NA,NA,40,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
1976,"Ryer Island",2018-06-13,20.6,13698,7.8,8.8,38.9,NA,NA,NA,40,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
3721,"Winter Island",2018-06-13,22.6,128,7.5,7.6,14.3,0.5,0.33,6,50,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; fdom, Flag 4; pc, Flag 4",NA
1981,"Grizzly Bay",2018-06-14,20.7,11202,7.9,8.4,80.1,NA,NA,NA,22,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
1982,"Grizzly Bay",2018-06-14,21.2,9552,8.1,9.1,87.5,NA,NA,NA,20,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
1979,"Nurse-Denverton",2018-06-14,21,5300,7.6,6.8,51.7,NA,NA,NA,28,"1=absent","2=ebb","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1980,"Nurse-Denverton",2018-06-14,21.6,5402,7.7,6.5,45.4,NA,NA,NA,23,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1983,"Broad Slough",2018-06-25,20.3,4126,6.5,5.7,47.2,NA,NA,NA,29,"2=low","2=ebb","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
1984,"Broad Slough",2018-06-25,21.5,2680,7,8,42,NA,NA,NA,32,"2=low","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1985,"Browns Island",2018-06-25,22,3493,6.8,7.1,7.1,NA,NA,NA,NA,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1986,"Browns Island",2018-06-25,22.1,3271,7.2,8.9,25.5,NA,NA,NA,40,"1=absent","4=flood","1=0-33% clouds","4= wind 13-18 mph; small waves",NA,NA
1989,"Grizzly Bay",2018-06-26,20,12313,8.1,7.6,133.3,NA,NA,NA,20,"1=absent","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","turb, Flag 3; secchi, Flag 3",NA
1987,"Nurse-Denverton",2018-06-26,20.4,7396,7.3,6.2,32.4,NA,NA,NA,33,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1988,"Nurse-Denverton",2018-06-26,21.1,6988,7.5,6,32.5,NA,NA,NA,30,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1990,"Horseshoe Bend",2018-06-27,22,246.8,7.7,7.3,12.7,NA,NA,NA,92,"2=low","2=ebb","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
1991,"Horseshoe Bend",2018-06-27,22.2,344,7.7,7.7,11,NA,NA,NA,NA,"2=low","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1992,"Horseshoe Bend",2018-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2=low","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1993,"Miner Slough",2018-06-27,22.4,125,7,7.3,8.8,NA,NA,NA,130,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1994,"Miner Slough",2018-06-27,22.1,121,7,2.5,1.6,NA,NA,NA,130,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","do, Flag 3; turb, Flag 3; secchi, Flag 3",NA
1995,"Miner Slough",2018-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
1996,"Broad Slough",2018-07-11,21.3,4687,6,6,27.5,NA,NA,NA,36,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","pH, Flag 4",NA
1997,"Broad Slough",2018-07-11,21.7,3894,6.6,8.2,28.8,NA,NA,NA,39,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","pH, Flag 4",NA
1998,"Browns Island",2018-07-11,22.5,3823,6.5,8.1,6.9,NA,NA,NA,121,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","pH, Flag 4",NA
1999,"Browns Island",2018-07-11,22.2,2935,7.3,8.1,19.6,NA,NA,NA,48,"2=low","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets","pH, Flag 4",NA
2001,"Grizzly Bay",2018-07-12,20.7,17113,7.4,8.2,155.1,NA,NA,NA,13,"1=absent","3=low slack","1=0-33% clouds","3= wind 8-12 mph; large wavelets","pH, Flag 4; turb, Flag 3; secchi, Flag 3",NA
2000,"Nurse-Denverton",2018-07-12,22.1,8860,6.2,6.6,30.8,NA,NA,NA,31,"1=absent","2=ebb","1=0-33% clouds","3= wind 8-12 mph; large wavelets","pH, Flag 4",NA
2007,"Horseshoe Bend",2018-07-23,22.5,371,5.3,7.5,10.3,NA,NA,NA,100,"2=low","2=ebb","1=0-33% clouds","4= wind 13-18 mph; small waves","pH, Flag 4; pH, Flag 4",NA
2008,"Horseshoe Bend",2018-07-23,22.7,509,6.4,7.8,11,NA,NA,NA,30,"3=medium","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","pH, Flag 4; turb, Flag 4; secchi, Flag 4",NA
2009,"Horseshoe Bend",2018-07-23,22.8,498,6.2,8.2,8.9,NA,NA,NA,NA,"2=low","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","pH, Flag 4",NA
2010,"Miner Slough",2018-07-23,22.8,130,6.1,7.5,5.8,NA,NA,NA,117,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","pH, Flag 4",NA
2011,"Miner Slough",2018-07-23,23.1,127,6.3,6.8,7.2,NA,NA,NA,113,"1=absent","2=ebb","1=0-33% clouds","0=Calm; glassy","pH, Flag 4",NA
2012,"Miner Slough",2018-07-23,22.6,130,5.7,2.1,3.6,NA,NA,NA,140,"1=absent","2=ebb","1=0-33% clouds","0=Calm; glassy","do, Flag 3; pH, Flag 4; pH, Flag 4",NA
2013,"Broad Slough",2018-07-25,21.7,3587,6.5,7.1,32.4,NA,NA,NA,27,"2=low","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2014,"Broad Slough",2018-07-25,22.1,2964,7.2,8.2,30.6,NA,NA,NA,29,"2=low","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2015,"Browns Island",2018-07-25,22.4,4434,7.6,8.9,27.1,NA,NA,NA,31,"2=low","4=flood","1=0-33% clouds","0=Calm; glassy",NA,NA
2016,"Browns Island",2018-07-25,22.3,2759,7.7,8.5,25.1,NA,NA,NA,40,"2=low","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
2019,"Grizzly Bay",2018-07-26,20.1,17293,7.9,8.5,114,NA,NA,NA,21,"1=absent","3=low slack","1=0-33% clouds","4= wind 13-18 mph; small waves","turb, Flag 3; secchi, Flag 3",NA
2020,"Grizzly Bay",2018-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3=medium","3=low slack","1=0-33% clouds","4= wind 13-18 mph; small waves",NA,NA
2017,"Nurse-Denverton",2018-07-26,21.5,10138,7.6,7.2,36.8,NA,NA,NA,31,"1=absent","3=low slack","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
2018,"Nurse-Denverton",2018-07-26,21.9,10256,7.7,8.6,21.9,NA,NA,NA,34,"1=absent","3=low slack","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2027,"Horseshoe Bend",2018-08-06,22,368,5.5,7.9,6,NA,NA,NA,131,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","pH, Flag 4",NA
2028,"Horseshoe Bend",2018-08-06,22.5,509,6.3,8.9,4.8,NA,NA,NA,151,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2029,"Horseshoe Bend",2018-08-06,22.4,554,6.7,8.6,6.1,NA,NA,NA,118,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2030,"Miner Slough",2018-08-06,23,153,7.1,11.5,20,NA,NA,NA,NA,"2=low","4=flood","1=0-33% clouds","0=Calm; glassy",NA,NA
2031,"Miner Slough",2018-08-06,22.8,146,6,4.1,3.5,NA,NA,NA,139,"1=absent","1=high slack","1=0-33% clouds","0=Calm; glassy",NA,NA
2032,"Broad Slough",2018-08-08,20.5,4300,6.2,4,42.8,NA,NA,NA,42,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2033,"Broad Slough",2018-08-08,21.3,2617,6.7,7.3,60.8,NA,NA,NA,29,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2025,"Browns Island",2018-08-08,21.4,3033,7.2,7.4,62.9,NA,NA,NA,70,"2=low","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","turb, Flag 4; secchi, Flag 4",NA
2034,"Browns Island",2018-08-08,21.5,4183,6.9,6.8,86.7,NA,NA,NA,84,"3=medium","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","turb, Flag 4; secchi, Flag 4",NA
2035,"Browns Island",2018-08-08,22.2,3209,7.4,11.1,21.4,NA,NA,NA,62,"2=low","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2038,"Grizzly Bay",2018-08-09,20.7,15993,7.7,8.5,192,NA,NA,NA,39,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets","turb, Flag 4; secchi, Flag 4",NA
2039,"Grizzly Bay",2018-08-09,20.2,16460,7.9,8.6,90.8,NA,NA,NA,29,"2=low","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets","turb, Flag 4; secchi, Flag 4",NA
2036,"Nurse-Denverton",2018-08-09,20.9,5123,6.5,6.8,109.3,NA,NA,NA,37,"1=absent",NA,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples","turb, Flag 4; secchi, Flag 4",NA
2037,"Nurse-Denverton",2018-08-09,21.4,6419,7.1,6.3,44.5,NA,NA,NA,39,"1=absent","4=flood","1=0-33% clouds","0=Calm; glassy",NA,NA
5621,"Miner Slough",2018-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,"Prospect Island",2018-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2=ebb",NA,NA,NA,NA
2041,"Horseshoe Bend",2018-08-20,21.8,383,6.9,8.1,14.9,NA,NA,NA,147,"3=medium","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","turb, Flag 4; secchi, Flag 4",NA
2042,"Horseshoe Bend",2018-08-20,22.1,919,7,8.2,14.8,NA,NA,NA,128,"3=medium","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","turb, Flag 4; secchi, Flag 4",NA
2043,"Horseshoe Bend",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3=medium","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2044,"Miner Slough",2018-08-20,22.4,155,7,7.6,3.8,NA,NA,NA,170,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2045,"Miner Slough",2018-08-20,22.1,151,7.1,7.3,8.5,NA,NA,NA,NA,"1=absent","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2046,"Miner Slough",2018-08-20,22.3,153,7,3.4,2.6,NA,NA,NA,143,"1=absent","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","do, Flag 3",NA
2040,"Winter Island",2018-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2=ebb","1=0-33% clouds",NA,NA,NA
2047,"Broad Slough",2018-08-22,20.2,5714,7.1,7.4,17,NA,NA,NA,55,"2=low","4=flood","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2048,"Broad Slough",2018-08-22,20.6,4620,7.5,8.7,15.5,NA,NA,NA,64,"3=medium","4=flood","3=66-100% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2049,"Browns Island",2018-08-22,20,5792,7.4,7.1,4,NA,NA,NA,109,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2050,"Browns Island",2018-08-22,21.1,4289,7.6,9.9,12.1,NA,NA,NA,75,"2=low","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
2051,"Nurse-Denverton",2018-08-23,18.8,7113,7.7,9.3,29.2,NA,NA,NA,30,"1=absent","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2052,"Nurse-Denverton",2018-08-23,19.4,7118,7.8,7.8,23.7,NA,NA,NA,41,"1=absent","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2061,"Ryer Island",2018-09-06,18.9,15688,6.5,NA,30.8,NA,NA,NA,60,"1=absent","4=flood","3=66-100% clouds","3= wind 8-12 mph; large wavelets","turb, Flag 4; secchi, Flag 4",NA
2062,"Ryer Island",2018-09-06,18.3,14648,7,NA,27.6,NA,NA,NA,49,"1=absent","4=flood","2=33-66% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2065,"Broad Slough",2018-09-07,20.4,4368,8.1,9.9,11.2,NA,NA,NA,77,"2=low","2=ebb","1=0-33% clouds","2= wind 4-7 mph; small wavelets",NA,NA
2066,"Broad Slough",2018-09-07,20.7,2905,7.9,9,6.9,NA,NA,NA,103,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2093,"Broad Slough",2018-09-07,20.3,3510,7.9,9.2,11.1,NA,NA,NA,NA,"2=low","2=ebb","1=0-33% clouds",NA,NA,NA
2094,"Broad Slough",2018-09-07,20.6,4483,8,9.4,8.8,NA,NA,NA,104,"2=low","4=flood","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2063,"Grizzly Bay",2018-09-07,18.9,17200,7.8,9,61.3,NA,NA,NA,23,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
2064,"Grizzly Bay",2018-09-07,18.4,17560,7.8,9.1,72.6,NA,NA,NA,24,"1=absent","4=flood","1=0-33% clouds","3= wind 8-12 mph; large wavelets",NA,NA
2067,"Horseshoe Bend",2018-09-11,21,380,7.6,9.1,11.9,NA,NA,NA,112,"2=low","2=ebb","1=0-33% clouds","2= wind 4-7 mph; small wavelets","turb, Flag 3; secchi, Flag 3",NA
2068,"Horseshoe Bend",2018-09-11,21.1,419,7.8,8.3,12,NA,NA,NA,106,"2=low","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2069,"Horseshoe Bend",2018-09-11,21.2,413,7.9,9,12,NA,NA,NA,106,"3=medium","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2057,"Cache Slough South",2018-09-12,20.1,200,7.7,10.1,1.9,2.4,NA,NA,151,"1=absent","2=ebb","2=33-66% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; turb, Flag 3; secchi, Flag 3",NA
2058,"Liberty Island",2018-09-12,20,204,7.8,10.6,1.6,2,NA,NA,145,"1=absent","2=ebb","2=33-66% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; turb, Flag 3; secchi, Flag 3",NA
2059,"Liberty Island",2018-09-12,19.9,208,7.9,10.5,3.1,2.4,NA,NA,132,"1=absent","2=ebb","2=33-66% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
2060,"Liberty Island",2018-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1=absent","2=ebb","2=33-66% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2055,"Miner Slough",2018-09-12,20.1,172,6.8,7.9,1.1,2.1,NA,NA,183,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; turb, Flag 3; secchi, Flag 3",NA
2056,"Miner Slough",2018-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2070,"Miner Slough",2018-09-12,19.9,178,7.2,7.7,4.9,NA,NA,NA,200,"1=absent","1=high slack","2=33-66% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2071,"Miner Slough",2018-09-12,20.3,174,7.6,8.3,3.2,NA,NA,NA,200,"1=absent","2=ebb","2=33-66% clouds","1=wind 1-3 mph; scaley ripples",NA,NA
2072,"Miner Slough",2018-09-12,20,170,7.4,2.7,2.8,NA,NA,NA,156,"1=absent","2=ebb","2=33-66% clouds","1=wind 1-3 mph; scaley ripples","do, Flag 3",NA
2053,"Prospect Island",2018-09-12,19.9,170,7.6,4.7,0.2,1.2,NA,NA,NA,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
2054,"Prospect Island",2018-09-12,19.9,170,6.8,3.7,0.2,1.7,NA,NA,200,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; do, Flag 3",NA
1011,"Horseshoe Bend",2018-09-13,19.7,348,7.8,8.7,9.3,2.3,NA,NA,103,"1=absent","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4",NA
2192,"Horseshoe Bend",2018-09-13,20.1,377,7.8,9.4,7.9,1.6,NA,NA,85,"1=absent","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4",NA
1003,"Webb Tract Island and Berm",2018-09-17,20.5,404,7.7,7.9,2.3,1.8,NA,NA,174,"1=absent","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4",NA
1076,"Webb Tract Island and Berm",2018-09-17,20.7,483,7.6,8.3,7,2.9,NA,NA,85,"3=medium","4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4",NA
1705,"Webb Tract Island and Berm",2018-09-17,20.9,438,7.8,9.2,6.9,2.4,NA,NA,71,NA,"4=flood","1=0-33% clouds","2= wind 4-7 mph; small wavelets","chl, Flag 4",NA
2073,"Browns Island",2018-09-18,19.4,5541,7.5,11.1,4.9,5.2,NA,NA,80,"3=medium","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; turb, Flag 3; secchi, Flag 3",NA
2074,"Browns Island",2018-09-18,20.1,4137,7.9,13.5,7.5,3,NA,NA,87,"3=medium","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; do, Flag 3",NA
2075,"Browns Island",2018-09-18,19.6,6300,7.9,12.7,7.7,2.5,NA,NA,87,"3=medium","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4; do, Flag 3",NA
2076,"Grizzly Bay",2018-09-19,20,13314,7.9,9.7,24.6,6,NA,NA,38,"1=absent","1=high slack","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
2077,"Peytonia-Suisun",2018-09-19,20.2,9203,7.8,9.4,34.5,11.7,NA,NA,38,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
2079,"Peytonia-Suisun",2018-09-19,20.9,9205,7.9,8.4,19.8,11.1,NA,NA,39,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
2078,"Wings Landing",2018-09-19,20.3,9192,7.4,9.2,18.4,13.5,NA,NA,NA,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","chl, Flag 4",NA
1014,"Ryer Island",2018-10-03,19.6,12430,7.3,7.9,10.2,NA,0,0,74,"1=absent","2=ebb","1=0-33% clouds","1=wind 1-3 mph; scaley ripples","fdom, Flag 4; pc, Flag 4",NA
