"VisitNo","SampleID_frp","Date","Analyte","Result","RptLimit","Units","SampleType","ParentSample","Flag1Blank","Flag1Sample","Flag2Sample","Location","LatitudeStart","LongitudeStart","StartTime","LAB_NAME","Comments"
1780,"EM0118B0006",2018-01-23,"Dissolved Organic Nitrogen","0.3",0.1,"mg/L as N","Duplicate Sample","EM0118B0003",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0005",2018-01-23,"Dissolved Organic Nitrogen","0.3",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0006",2018-01-23,"Dissolved ortho-Phosphate","0.08",0.01,"mg/L as P","Duplicate Sample","EM0118B0003",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0005",2018-01-23,"Dissolved ortho-Phosphate","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0005",2018-01-23,"Pheophytin a","2.32",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0006",2018-01-23,"Pheophytin a","3.83",0.5,"ug/L","Duplicate Sample","EM0118B0003",NA,"N","Y","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0005",2018-01-23,"Total Kjeldahl Nitrogen","0.6",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0006",2018-01-23,"Total Kjeldahl Nitrogen","0.6",0.1,"mg/L as N","Duplicate Sample","EM0118B0003",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0006",2018-01-23,"Total Phosphorus","0.08",0.01,"mg/L as P","Duplicate Sample","EM0118B0003",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1780,"EM0118B0005",2018-01-23,"Total Phosphorus","0.08",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Chlorophyll a","0.72",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Dissolved Ammonia","0.11",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Dissolved Nitrate + Nitrite","0.52",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Dissolved Organic Nitrogen","0.3",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Dissolved ortho-Phosphate","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Pheophytin a","0.81",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Total Kjeldahl Nitrogen","0.5",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1779,"EM0118B0004",2018-01-23,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Chlorophyll a","0.94",0.5,"ug/L","Normal Sample",NA,NA,"N","Y","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Dissolved Ammonia","0.09",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","Y","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Dissolved Nitrate + Nitrite","0.48",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Dissolved Organic Nitrogen","0.3",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Dissolved ortho-Phosphate","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Pheophytin a","1.25",0.5,"ug/L","Normal Sample",NA,NA,"N","Y","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Total Kjeldahl Nitrogen","0.5",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1781,"EM0118B0003",2018-01-23,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
NA,"EM0118B0001",2018-01-23,"Chlorophyll a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0118B0002",2018-01-23,"Dissolved Ammonia","0.01",0.01,"mg/L as N","Blank; Equipment",NA,"Y","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0118B0002",2018-01-23,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Blank; Equipment",NA,"Y","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0118B0002",2018-01-23,"Dissolved Organic Nitrogen","<0.1",0.1,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0118B0002",2018-01-23,"Dissolved ortho-Phosphate","<0.01",0.01,"mg/L as P","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0118B0001",2018-01-23,"Pheophytin a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0218B0007",2018-03-01,"Chlorophyll a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0218B0007",2018-03-01,"Dissolved Ammonia","<0.01",0.01,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0218B0007",2018-03-01,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Blank; Equipment",NA,"Y","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0218B0007",2018-03-01,"Dissolved ortho-Phosphate","<0.01",0.01,"mg/L as P","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0218B0007",2018-03-01,"Pheophytin a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0218B0007",2018-03-01,"Total Kjeldahl Nitrogen","<0",NA,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0218B0007",2018-03-01,"Total Phosphorus","<0.01",0.01,"mg/L as P","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Chlorophyll a","2.07",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Dissolved Ammonia","0.35",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Dissolved Nitrate + Nitrite","0.18",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Miner Slough",NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Dissolved Organic Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Dissolved ortho-Phosphate","0.04",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Pheophytin a","1.63",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Total Kjeldahl Nitrogen","0.6",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1798,"EM0218B0009",2018-03-02,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Chlorophyll a","1.13",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Dissolved Ammonia","0.22",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Dissolved Nitrate + Nitrite","0.41",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Decker Island",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Dissolved Organic Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Dissolved ortho-Phosphate","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Pheophytin a","0.66",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Total Kjeldahl Nitrogen","0.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1791,"EM0318B0012",2018-03-09,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Chlorophyll a","1.24",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Dissolved Ammonia","0.08",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Dissolved Nitrate + Nitrite","0.4",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Dissolved Organic Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Dissolved ortho-Phosphate","0.06",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Pheophytin a","1.09",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Total Kjeldahl Nitrogen","0.4",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0013",2018-03-09,"Total Phosphorus","0.06",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Chlorophyll a","1.21",0.5,"ug/L","Duplicate Sample","EM0318B0014",NA,"N","Y","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Chlorophyll a","0.89",0.5,"ug/L","Normal Sample",NA,NA,"N","Y","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Dissolved Ammonia","0.07",0.01,"mg/L as N","Duplicate Sample","EM0318B0014",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Dissolved Ammonia","0.07",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Dissolved Nitrate + Nitrite","0.39",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Dissolved Nitrate + Nitrite","0.39",0.01,"mg/L as N","Duplicate Sample","EM0318B0014",NA,"Y","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Dissolved Organic Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Dissolved Organic Nitrogen","0.2",0.1,"mg/L as N","Duplicate Sample","EM0318B0014",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Dissolved ortho-Phosphate","0.06",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Dissolved ortho-Phosphate","0.06",0.01,"mg/L as P","Duplicate Sample","EM0318B0014",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Pheophytin a","0.85",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Pheophytin a","0.94",0.5,"ug/L","Duplicate Sample","EM0318B0014",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Total Kjeldahl Nitrogen","0.3",0.1,"mg/L as N","Duplicate Sample","EM0318B0014",NA,"N","Y","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Total Kjeldahl Nitrogen","0.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","Y","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0014",2018-03-09,"Total Phosphorus","0.06",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
1790,"EM0318B0015",2018-03-09,"Total Phosphorus","0.06",0.01,"mg/L as P","Duplicate Sample","EM0318B0014",NA,"N","N","Decker Island",NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Chlorophyll a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Dissolved Ammonia","<0.01",0.01,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Blank; Equipment",NA,"Y","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Dissolved Organic Nitrogen","<0",NA,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Dissolved ortho-Phosphate","<0.01",0.01,"mg/L as P","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Pheophytin a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Total Kjeldahl Nitrogen","<0",NA,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EM0318B0011",2018-03-09,"Total Phosphorus","<0.01",0.01,"mg/L as P","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Chlorophyll a","3.58",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Dissolved Ammonia","0.16",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Dissolved Nitrate + Nitrite","0.51",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Winter Island",NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Dissolved Organic Nitrogen","0.3",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Dissolved ortho-Phosphate","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Pheophytin a","1.23",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Total Kjeldahl Nitrogen","0.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1836,"EM0318B0018",2018-03-12,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Chlorophyll a","3.26",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Dissolved Ammonia","0.17",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Dissolved Nitrate + Nitrite","0.49",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Broad Slough",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Dissolved Organic Nitrogen","0.3",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Dissolved ortho-Phosphate","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Pheophytin a","0.75",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Total Kjeldahl Nitrogen","0.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
1838,"EM0318B0019",2018-03-12,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Chlorophyll a","2.71",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Tule Red",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Dissolved Ammonia","0.32",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Tule Red",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Dissolved Nitrate + Nitrite","0.51",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Tule Red",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Dissolved Organic Nitrogen","1",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Tule Red",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Dissolved ortho-Phosphate","0.01",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Tule Red",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Pheophytin a","3.02",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Tule Red",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Total Kjeldahl Nitrogen","1.6",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Tule Red",NA,NA,"NA","Bryte",NA
1851,"EM0318B0017",2018-03-12,"Total Phosphorus","0.09",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Tule Red",NA,NA,"NA","Bryte",NA
1839,"EM0318B0020",2018-03-12,"Chlorophyll a","3.11",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1839,"EM0318B0020",2018-03-12,"Dissolved Ammonia","0.07",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1839,"EM0318B0020",2018-03-12,"Dissolved Nitrate + Nitrite","0.06",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Winter Island",NA,NA,"NA","Bryte",NA
1839,"EM0318B0020",2018-03-12,"Dissolved Organic Nitrogen","0.6",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1839,"EM0318B0020",2018-03-12,"Dissolved ortho-Phosphate","0.08",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1839,"EM0318B0020",2018-03-12,"Pheophytin a","0.88",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Chlorophyll a","3.67",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Dissolved Ammonia","0.14",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Dissolved Nitrate + Nitrite","0.52",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Dissolved Organic Nitrogen","0.4",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Dissolved ortho-Phosphate","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Pheophytin a","1.17",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Total Kjeldahl Nitrogen","1.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1831,"EM0318B0025",2018-03-13,"Total Phosphorus","0.09",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Honker-Spoonbill",NA,NA,"NA","Bryte",NA
1832,"EM0318B0026",2018-03-13,"Dissolved Ammonia","0.1",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1832,"EM0318B0026",2018-03-13,"Dissolved Nitrate + Nitrite","0.52",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1832,"EM0318B0026",2018-03-13,"Dissolved Organic Nitrogen","0.4",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1832,"EM0318B0026",2018-03-13,"Dissolved ortho-Phosphate","0.05",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1832,"EM0318B0026",2018-03-13,"Total Kjeldahl Nitrogen","1.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1832,"EM0318B0026",2018-03-13,"Total Phosphorus","0.1",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1835,"EM0318B0027",2018-03-13,"Dissolved Ammonia","0.1",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1835,"EM0318B0027",2018-03-13,"Dissolved Nitrate + Nitrite","0.47",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1835,"EM0318B0027",2018-03-13,"Dissolved Organic Nitrogen","0.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1835,"EM0318B0027",2018-03-13,"Dissolved ortho-Phosphate","0.05",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1835,"EM0318B0027",2018-03-13,"Total Kjeldahl Nitrogen","0.7",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1835,"EM0318B0027",2018-03-13,"Total Phosphorus","0.12",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Blacklock Marsh",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Chlorophyll a","2.03",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Dissolved Ammonia","0.12",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Dissolved Nitrate + Nitrite","0.57",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Dissolved Organic Nitrogen","0.6",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Dissolved ortho-Phosphate","0.06",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Pheophytin a","0.79",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Total Kjeldahl Nitrogen","0.7",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1792,"EM0318B0021",2018-03-13,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1794,"EM0318B0022",2018-03-13,"Chlorophyll a","8.01",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1794,"EM0318B0022",2018-03-13,"Dissolved Ammonia","0.1",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1794,"EM0318B0022",2018-03-13,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1794,"EM0318B0022",2018-03-13,"Dissolved Organic Nitrogen","0.5",NA,"mg/L as N","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
1794,"EM0318B0022",2018-03-13,"Dissolved ortho-Phosphate","0.06",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Webb Tract Islands and Berms",NA,NA,"NA","Bryte",NA
